Year,Satellite Type,Budget (in Billion $),Success Rate (%),Environmental Impact,Duration (in Days),Num_Collaborators,Tech_Maturity,Budget_Per_Day,Money_Efficiency,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Tech_Budget_Power
2018,Research,27.37,77.0,Medium,138,2,4.0,0.1969064748201439,391.0485933503836,True,False,True,False,False,False,False,False,False,False,True,False,False,False,109.48
2024,Communication,42.86,98.0,Medium,318,1,1.0,0.13435736677115986,729.398040130658,True,False,False,False,False,False,False,False,False,False,True,False,False,False,42.86
2006,Spy,29.47,51.0,High,2,3,2.0,9.823333333333332,5.191720393620631,True,False,False,True,False,False,False,False,False,False,False,False,False,True,58.94
2006,Weather,17.91,82.0,Low,234,2,3.0,0.0762127659574468,1075.9352317141263,False,True,False,False,False,False,False,False,False,True,False,False,False,False,53.730000000000004
2001,Weather,21.11,77.0,Medium,302,2,1.0,0.06966996699669967,1105.210800568451,True,False,False,False,True,False,False,False,False,False,True,False,False,False,21.11
2019,Research,15.28,66.0,Medium,102,2,1.0,0.1483495145631068,444.89528795811515,False,False,False,False,True,False,False,False,False,False,True,False,False,False,15.28
2020,Research,27.83,70.0,High,13,3,2.0,1.9878571428571428,35.213798059647864,False,False,False,True,False,False,False,False,False,False,True,False,False,False,55.66
2016,Weather,23.12,58.0,High,127,1,4.0,0.180625,321.10726643598616,False,False,True,False,False,False,True,False,False,False,False,False,False,False,92.48
2004,Weather,49.97,83.0,High,7,1,1.0,6.24625,13.287972783670202,False,False,False,False,False,True,False,False,False,False,False,False,False,False,49.97
2024,Navigation,49.18,75.0,High,311,3,1.0,0.15762820512820513,475.8031720211468,True,False,False,False,True,False,False,True,False,False,False,False,False,False,49.18
2011,Research,35.21,93.0,Medium,355,1,4.0,0.09890449438202248,940.3010508378301,False,False,True,False,False,False,True,False,False,False,False,False,False,False,140.84
2008,Weather,4.86,61.0,Low,186,1,4.0,0.025989304812834225,2347.119341563786,True,False,True,False,False,False,False,False,False,False,False,False,True,False,19.44
2013,Navigation,21.35,68.0,High,347,3,3.0,0.061350574712643685,1108.384074941452,True,True,False,False,False,False,False,False,True,False,False,False,False,False,64.05000000000001
2011,Research,46.25,86.0,Low,5,1,4.0,7.708333333333333,11.156756756756756,True,False,True,False,False,True,False,False,False,False,False,False,False,False,185.0
2010,Communication,17.68,67.0,Low,123,1,1.0,0.14258064516129032,469.9095022624434,False,False,False,False,False,False,False,False,False,False,False,False,True,False,17.68
2021,Navigation,49.53,73.0,Low,246,3,1.0,0.2005263157894737,364.04199475065616,True,False,False,False,False,False,False,False,False,False,False,False,True,False,49.53
2001,Weather,45.02,54.0,High,161,2,2.0,0.2779012345679013,194.3136383829409,True,False,False,True,False,False,False,False,False,False,False,False,True,False,90.04
2012,Communication,22.16,81.0,Low,351,1,1.0,0.06295454545454546,1286.6425992779782,False,False,False,False,False,False,False,True,False,False,False,False,False,False,22.16
2011,Navigation,27.0,60.0,Medium,22,2,1.0,1.173913043478261,51.11111111111111,True,False,False,False,True,False,False,False,False,False,False,True,False,False,27.0
2011,Research,14.67,97.0,Low,132,2,3.0,0.11030075187969925,879.4137695978187,False,True,False,False,False,False,True,False,False,False,False,False,False,False,44.01
2025,Spy,15.7,80.0,Low,138,2,3.0,0.11294964028776978,708.28025477707,False,True,False,False,False,False,False,False,False,False,True,False,False,False,47.099999999999994
2013,Navigation,34.89,65.0,High,153,2,4.0,0.22655844155844157,286.9016910289481,False,False,True,False,False,False,False,False,False,False,False,False,False,False,139.56
2020,Research,34.58,61.0,Low,248,3,2.0,0.13887550200803211,439.2423366107577,True,False,False,True,False,False,False,False,False,True,False,False,False,False,69.16
2023,Research,45.81,100.0,Low,71,3,4.0,0.63625,157.17092337917487,True,False,True,False,False,False,False,False,False,False,False,False,True,False,183.24
2022,Communication,31.03,69.0,Medium,115,1,4.0,0.2675,257.94392523364485,False,False,True,False,False,False,True,False,False,False,False,False,False,False,124.12
2014,Navigation,9.98,52.0,Medium,2,2,3.0,3.3266666666666667,15.6312625250501,True,True,False,False,False,True,False,False,False,False,False,False,False,False,29.94
2007,Research,24.66,93.0,Medium,307,2,1.0,0.08006493506493506,1161.5571776155718,True,False,False,False,False,False,False,False,False,False,True,False,False,False,24.66
2001,Communication,42.45,51.0,Medium,304,2,2.0,0.13918032786885245,366.43109540636044,False,False,False,True,False,False,False,False,False,False,False,False,True,False,84.9
2022,Research,11.57,82.0,Medium,155,2,4.0,0.07416666666666667,1105.6179775280898,False,False,True,False,False,False,False,True,False,False,False,False,False,False,46.28
2015,Communication,27.56,65.0,Low,158,1,1.0,0.1733333333333333,375.00000000000006,True,False,False,False,False,False,False,False,False,False,True,False,False,False,27.56
2020,Spy,27.57,75.0,Low,86,1,3.0,0.31689655172413794,236.6702937976061,False,True,False,False,False,False,True,False,False,False,False,False,False,False,82.71000000000001
2017,Spy,32.62,87.0,Low,226,2,1.0,0.14370044052863434,605.4261189454323,True,False,False,False,False,False,False,False,False,False,False,False,True,False,32.62
2006,Research,40.33,100.0,Medium,327,2,2.0,0.12295731707317073,813.2903545747582,True,False,False,True,False,False,False,False,False,True,False,False,False,False,80.66
2024,Spy,35.8,75.0,Medium,360,1,2.0,0.09916897506925207,756.2849162011174,True,False,False,True,False,False,True,False,False,False,False,False,False,False,71.6
2016,Spy,11.79,78.0,Medium,206,1,4.0,0.056956521739130433,1369.465648854962,True,False,True,False,False,False,False,True,False,False,False,False,False,False,47.16
2001,Navigation,25.98,82.0,Low,220,2,1.0,0.11755656108597286,697.5365665896843,False,False,False,False,True,False,False,False,False,False,False,True,False,False,25.98
2019,Communication,38.48,69.0,Medium,177,1,3.0,0.21617977528089885,319.1787941787942,True,True,False,False,False,False,False,False,False,False,True,False,False,False,115.44
2002,Navigation,44.86,85.0,High,330,1,3.0,0.13552870090634442,627.1734284440481,True,True,False,False,False,False,False,False,False,False,False,False,True,False,134.57999999999998
2023,Spy,6.63,85.0,Low,82,3,1.0,0.07987951807228916,1064.1025641025642,False,False,False,False,True,False,False,False,True,False,False,False,False,False,6.63
2017,Weather,20.76,53.0,High,165,3,2.0,0.12506024096385543,423.79576107899805,False,False,False,True,False,False,False,True,False,False,False,False,False,False,41.52
2024,Research,16.36,78.0,High,260,3,1.0,0.06268199233716475,1244.3765281173596,True,False,False,False,True,False,False,False,True,False,False,False,False,False,16.36
2013,Research,37.83,57.0,Low,217,2,1.0,0.1735321100917431,328.4694686756543,True,False,False,False,True,False,False,False,False,False,False,False,False,True,37.83
2007,Weather,1.03,53.0,High,38,3,3.0,0.026410256410256412,2006.7961165048541,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3.09
2002,Communication,37.88,83.0,High,66,1,3.0,0.5653731343283582,146.80570221752905,False,True,False,False,False,False,True,False,False,False,False,False,False,False,113.64000000000001
2010,Spy,38.89,50.0,High,193,3,4.0,0.2004639175257732,249.42144510156854,False,False,True,False,False,False,False,False,False,False,False,False,False,True,155.56
2010,Navigation,5.05,51.0,Medium,46,2,4.0,0.1074468085106383,474.65346534653463,True,False,True,False,False,False,True,False,False,False,False,False,False,False,20.2
2011,Communication,6.22,63.0,High,72,2,3.0,0.0852054794520548,739.3890675241157,False,True,False,False,False,True,False,False,False,False,False,False,False,False,18.66
2012,Weather,5.99,51.0,Low,202,2,1.0,0.029507389162561577,1728.380634390651,True,False,False,False,False,False,False,False,False,False,False,False,False,True,5.99
2001,Spy,3.53,73.0,Low,136,3,2.0,0.02576642335766423,2833.14447592068,True,False,False,True,False,False,True,False,False,False,False,False,False,False,7.06
2015,Weather,17.14,73.0,Low,264,3,1.0,0.06467924528301887,1128.6464410735123,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.14
2009,Research,32.29,50.0,Medium,47,2,1.0,0.6727083333333334,74.32641684732116,False,False,False,False,True,True,False,False,False,False,False,False,False,False,32.29
2000,Spy,12.37,79.0,Medium,282,3,2.0,0.04371024734982332,1807.356507679871,True,False,False,True,False,False,False,False,False,True,False,False,False,False,24.74
2006,Communication,17.19,50.0,High,263,2,1.0,0.06511363636363637,767.8883071553228,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.19
2024,Communication,27.94,56.0,High,160,1,3.0,0.17354037267080746,322.69148174659983,True,True,False,False,False,False,True,False,False,False,False,False,False,False,83.82000000000001
2025,Communication,46.19,83.0,Medium,51,3,1.0,0.8882692307692307,93.44013855812948,True,False,False,False,True,False,False,False,False,True,False,False,False,False,46.19
2020,Navigation,8.83,96.0,High,230,1,1.0,0.038225108225108224,2511.4382785956964,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8.83
2019,Weather,22.56,84.0,High,314,2,1.0,0.07161904761904761,1172.872340425532,False,False,False,False,False,False,False,False,False,True,False,False,False,False,22.56
2010,Navigation,22.86,71.0,Medium,134,1,2.0,0.16933333333333334,419.29133858267716,False,False,False,True,False,False,False,False,False,False,False,False,True,False,45.72
2008,Weather,10.06,83.0,Medium,93,3,1.0,0.10702127659574469,775.5467196819085,True,False,False,False,True,False,False,False,False,False,False,False,False,False,10.06
2011,Weather,24.79,83.0,High,102,3,2.0,0.24067961165048543,344.8567970956031,True,False,False,True,False,False,False,False,False,False,False,False,False,False,49.58
2025,Communication,8.89,78.0,Low,212,3,3.0,0.041737089201877936,1868.8413948256466,False,True,False,False,False,False,False,False,False,False,True,False,False,False,26.67
2004,Spy,13.53,60.0,Medium,25,3,1.0,0.5203846153846153,115.29933481152995,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.53
2022,Spy,19.07,100.0,Low,320,2,3.0,0.05940809968847352,1683.2721552176192,True,True,False,False,False,False,False,False,False,False,False,False,False,False,57.21
2011,Communication,47.12,92.0,Low,257,2,4.0,0.18263565891472866,503.73514431239397,False,False,True,False,False,False,False,False,False,False,False,False,True,False,188.48
2023,Weather,17.65,70.0,High,238,3,1.0,0.07384937238493723,947.8753541076488,False,False,False,False,True,True,False,False,False,False,False,False,False,False,17.65
2002,Weather,33.41,87.0,Medium,200,1,1.0,0.1662189054726368,523.4061658186173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.41
2003,Weather,4.66,56.0,Medium,71,1,2.0,0.06472222222222222,865.2360515021459,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9.32
2018,Research,11.82,50.0,High,121,2,2.0,0.09688524590163934,516.0744500846024,False,False,False,True,False,False,False,False,True,False,False,False,False,False,23.64
2021,Communication,5.44,72.0,Low,63,3,1.0,0.085,847.0588235294117,True,False,False,False,False,False,False,False,False,False,False,True,False,False,5.44
2003,Research,24.54,64.0,Medium,308,2,1.0,0.07941747572815534,805.8679706601466,False,False,False,False,True,False,False,False,False,True,False,False,False,False,24.54
2006,Research,40.45,100.0,Medium,118,2,1.0,0.33991596638655464,294.19035846724347,False,False,False,False,True,False,False,False,False,False,False,False,True,False,40.45
2014,Communication,33.68,57.0,High,353,1,1.0,0.0951412429378531,599.1092636579573,True,False,False,False,False,False,True,False,False,False,False,False,False,False,33.68
2024,Research,40.04,97.0,High,225,2,1.0,0.17716814159292035,547.5024975024975,True,False,False,False,True,True,False,False,False,False,False,False,False,False,40.04
2020,Navigation,17.65,55.0,High,215,3,1.0,0.08171296296296296,673.0878186968839,True,False,False,False,False,False,False,False,False,False,False,True,False,False,17.65
2004,Research,26.27,83.0,Medium,352,3,1.0,0.07441926345609065,1115.3026265702322,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26.27
2024,Weather,49.43,65.0,Low,243,1,1.0,0.20258196721311475,320.85777867691684,True,False,False,False,False,False,True,False,False,False,False,False,False,False,49.43
2001,Weather,29.43,53.0,Medium,163,3,4.0,0.17945121951219511,295.3448861705742,True,False,True,False,False,False,False,False,False,False,True,False,False,False,117.72
2016,Spy,39.99,52.0,High,19,3,1.0,1.9995,26.00650162540635,True,False,False,False,True,False,False,False,True,False,False,False,False,False,39.99
2020,Communication,15.12,72.0,Low,358,2,1.0,0.04211699164345404,1709.5238095238094,False,False,False,False,True,False,False,True,False,False,False,False,False,False,15.12
2018,Research,29.4,92.0,High,96,2,1.0,0.3030927835051546,303.53741496598644,False,False,False,False,True,False,True,False,False,False,False,False,False,False,29.4
2004,Research,48.69,91.0,High,254,3,1.0,0.19094117647058823,476.58656808379544,True,False,False,False,False,False,False,False,False,False,False,True,False,False,48.69
2014,Communication,34.24,55.0,High,312,2,2.0,0.1093929712460064,502.7745327102803,False,False,False,True,False,False,False,False,False,True,False,False,False,False,68.48
2011,Communication,18.75,100.0,High,55,3,2.0,0.33482142857142855,298.6666666666667,True,False,False,True,False,False,False,False,False,False,False,False,False,True,37.5
2004,Spy,48.12,65.0,Medium,278,3,3.0,0.17247311827956988,376.87032418952623,True,True,False,False,False,False,False,False,False,False,False,True,False,False,144.35999999999999
2011,Spy,43.42,71.0,Low,244,1,1.0,0.17722448979591837,400.6218332565638,True,False,False,False,True,False,False,False,False,True,False,False,False,False,43.42
2009,Communication,1.9,76.0,High,289,2,2.0,0.006551724137931034,11600.000000000002,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3.8
2021,Communication,30.58,96.0,Medium,323,2,3.0,0.09438271604938271,1017.1353826030086,True,True,False,False,False,False,True,False,False,False,False,False,False,False,91.74
2016,Research,39.09,59.0,Medium,110,1,3.0,0.3521621621621622,167.53645433614736,False,True,False,False,False,False,False,False,False,False,True,False,False,False,117.27000000000001
2007,Communication,41.97,78.0,Low,121,1,1.0,0.3440163934426229,226.7333809864189,True,False,False,False,False,False,False,True,False,False,False,False,False,False,41.97
2021,Navigation,42.23,92.0,Low,284,2,1.0,0.1481754385964912,620.8856263319916,False,False,False,False,False,False,False,False,False,False,False,True,False,False,42.23
2017,Weather,16.06,63.0,Medium,71,3,1.0,0.22305555555555553,282.4408468244085,True,False,False,False,False,False,True,False,False,False,False,False,False,False,16.06
2006,Communication,25.02,79.0,Low,276,1,1.0,0.09032490974729242,874.6203037569944,False,False,False,False,False,False,False,False,False,False,True,False,False,False,25.02
2013,Spy,3.2,96.0,High,149,2,1.0,0.021333333333333336,4499.999999999999,False,False,False,False,True,False,False,False,False,True,False,False,False,False,3.2
2016,Navigation,39.59,76.0,Medium,57,1,4.0,0.6825862068965518,111.34124778984591,False,False,True,False,False,True,False,False,False,False,False,False,False,False,158.36
2018,Communication,22.63,79.0,High,13,1,3.0,1.6164285714285713,48.873177198409195,False,True,False,False,False,False,False,False,False,False,False,False,True,False,67.89
2015,Research,41.3,57.0,Low,239,1,1.0,0.1720833333333333,331.2348668280872,False,False,False,False,False,False,False,False,False,False,False,True,False,False,41.3
2019,Navigation,23.15,60.0,Medium,201,3,1.0,0.1146039603960396,523.5421166306696,False,False,False,False,True,False,False,False,False,True,False,False,False,False,23.15
2013,Navigation,32.3,78.0,Medium,305,2,1.0,0.10555555555555554,738.9473684210527,False,False,False,False,True,False,False,False,False,False,False,True,False,False,32.3
2008,Research,35.92,75.0,High,327,2,4.0,0.10951219512195122,684.8552338530067,True,False,True,False,False,False,False,False,False,False,False,False,False,True,143.68
2019,Research,11.72,98.0,Low,110,2,1.0,0.10558558558558559,928.1569965870307,False,False,False,False,True,True,False,False,False,False,False,False,False,False,11.72
2001,Research,14.12,67.0,Low,42,1,1.0,0.3283720930232558,204.03682719546742,True,False,False,False,True,False,False,True,False,False,False,False,False,False,14.12
2011,Communication,23.75,75.0,High,53,2,2.0,0.4398148148148148,170.52631578947367,True,False,False,True,False,False,False,False,False,False,False,False,False,True,47.5
2025,Navigation,46.91,81.0,Medium,174,3,2.0,0.2680571428571428,302.1743764655724,True,False,False,True,False,False,False,False,False,False,False,False,False,True,93.82
2010,Research,47.3,100.0,Medium,76,3,2.0,0.6142857142857142,162.79069767441862,False,False,False,True,False,False,False,False,False,False,False,True,False,False,94.6
2022,Navigation,20.56,66.0,High,307,1,1.0,0.06675324675324674,988.7159533073931,True,False,False,False,True,False,False,True,False,False,False,False,False,False,20.56
2009,Weather,29.12,84.0,High,281,3,1.0,0.10326241134751774,813.4615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,True,29.12
2009,Communication,9.03,89.0,Medium,144,3,3.0,0.062275862068965515,1429.125138427464,False,True,False,False,False,True,False,False,False,False,False,False,False,False,27.089999999999996
2002,Navigation,22.11,83.0,High,207,3,4.0,0.10629807692307693,780.8231569425599,False,False,True,False,False,False,False,False,False,False,False,False,False,True,88.44
2014,Communication,1.97,84.0,Medium,140,2,3.0,0.01397163120567376,6012.1827411167515,True,True,False,False,False,False,True,False,False,False,False,False,False,False,5.91
2009,Research,47.89,62.0,High,111,3,1.0,0.4275892857142857,144.9989559406974,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.89
2001,Research,7.41,87.0,High,251,1,3.0,0.029404761904761906,2958.7044534412953,True,True,False,False,False,False,True,False,False,False,False,False,False,False,22.23
2001,Navigation,36.66,50.0,Medium,288,1,4.0,0.12685121107266434,394.1625750136389,True,False,True,False,False,False,False,False,False,False,False,False,False,False,146.64
2013,Spy,42.2,50.0,Medium,222,1,1.0,0.189237668161435,264.21800947867297,True,False,False,False,False,False,False,False,True,False,False,False,False,False,42.2
2008,Spy,46.86,70.0,Medium,31,1,4.0,1.464375,47.801963294921045,True,False,True,False,False,False,False,False,False,False,False,False,False,False,187.44
2018,Navigation,19.51,53.0,Medium,6,3,3.0,2.7871428571428574,19.015889287544848,True,True,False,False,False,False,False,False,False,False,False,False,False,True,58.53
2024,Weather,32.56,87.0,Low,14,3,4.0,2.170666666666667,40.07985257985258,True,False,True,False,False,False,False,False,False,True,False,False,False,False,130.24
2007,Weather,27.39,67.0,Medium,61,1,1.0,0.4417741935483871,151.6611902154071,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27.39
2021,Navigation,14.48,99.0,High,123,2,4.0,0.1167741935483871,847.7900552486187,True,False,True,False,False,False,False,False,False,False,False,False,True,False,57.92
2022,Weather,34.02,53.0,High,75,3,1.0,0.44763157894736844,118.40094062316284,True,False,False,False,False,False,False,False,False,False,False,True,False,False,34.02
2005,Research,48.07,64.0,Medium,228,1,3.0,0.20991266375545853,304.8887039733722,True,True,False,False,False,False,False,True,False,False,False,False,False,False,144.21
2013,Weather,31.38,77.0,Medium,84,3,3.0,0.3691764705882353,208.572339069471,True,True,False,False,False,False,False,False,False,False,False,True,False,False,94.14
2001,Research,30.36,91.0,High,58,2,4.0,0.5145762711864407,176.8445322793149,False,False,True,False,False,False,False,False,False,True,False,False,False,False,121.44
2013,Research,31.64,51.0,High,248,3,1.0,0.12706827309236948,401.3590391908976,True,False,False,False,True,False,False,False,False,True,False,False,False,False,31.64
2008,Communication,26.36,83.0,Medium,187,2,2.0,0.1402127659574468,591.9575113808801,True,False,False,True,False,False,False,True,False,False,False,False,False,False,52.72
2011,Weather,29.08,99.0,Low,153,1,4.0,0.18883116883116882,524.2778541953232,True,False,True,False,False,False,False,False,False,False,False,False,False,False,116.32
2024,Research,2.31,97.0,Low,14,3,1.0,0.154,629.8701298701299,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2.31
2008,Research,29.73,60.0,Medium,341,2,2.0,0.08692982456140351,690.2119071644803,True,False,False,True,False,False,False,False,False,False,False,False,False,False,59.46
2020,Navigation,27.04,99.0,Low,30,1,4.0,0.872258064516129,113.49852071005918,False,False,True,False,False,False,False,False,True,False,False,False,False,False,108.16
2023,Navigation,44.59,79.0,Medium,329,3,4.0,0.13512121212121214,584.6602377214621,False,False,True,False,False,False,False,True,False,False,False,False,False,False,178.36
2014,Spy,7.91,68.0,High,172,2,4.0,0.045722543352601154,1487.2313527180784,False,False,True,False,False,False,False,False,False,False,False,False,False,False,31.64
2001,Research,0.7,93.0,Medium,108,1,1.0,0.006422018348623853,14481.428571428572,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7
2001,Navigation,2.82,81.0,Low,122,3,1.0,0.022926829268292682,3532.9787234042556,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.82
2013,Research,32.14,73.0,High,165,2,2.0,0.1936144578313253,377.03795892968265,True,False,False,True,False,False,False,False,False,False,False,False,True,False,64.28
2014,Navigation,15.08,96.0,High,227,2,1.0,0.06614035087719299,1451.4588859416444,True,False,False,False,False,False,False,False,False,True,False,False,False,False,15.08
2000,Spy,10.05,57.0,Low,161,2,3.0,0.06203703703703704,918.8059701492537,True,True,False,False,False,False,False,False,False,False,False,True,False,False,30.150000000000002
2025,Communication,45.44,50.0,Low,25,1,1.0,1.7476923076923077,28.609154929577464,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.44
2017,Spy,19.2,82.0,Medium,195,3,2.0,0.09795918367346938,837.0833333333334,False,False,False,True,False,False,False,False,False,False,False,False,True,False,38.4
2014,Spy,2.24,99.0,Low,224,1,2.0,0.009955555555555556,9944.196428571428,True,False,False,True,False,False,False,False,False,False,False,True,False,False,4.48
2002,Communication,5.99,83.0,High,94,2,1.0,0.06305263157894737,1316.3606010016692,False,False,False,False,True,False,False,False,False,False,False,False,False,True,5.99
2000,Weather,39.71,51.0,Medium,224,3,1.0,0.1764888888888889,288.9700327373458,True,False,False,False,True,False,False,False,False,False,True,False,False,False,39.71
2001,Communication,23.24,81.0,Low,78,2,1.0,0.2941772151898734,275.3442340791739,False,False,False,False,False,False,False,False,False,False,False,True,False,False,23.24
2001,Communication,20.88,70.0,Medium,313,2,2.0,0.0664968152866242,1052.681992337165,False,False,False,True,False,False,False,False,False,False,False,False,False,False,41.76
2005,Communication,37.76,95.0,Medium,66,1,4.0,0.5635820895522388,168.56461864406782,True,False,True,False,False,False,False,False,False,False,False,False,False,True,151.04
2010,Communication,2.88,95.0,Medium,241,1,4.0,0.011900826446280991,7982.63888888889,True,False,True,False,False,False,False,False,False,False,False,True,False,False,11.52
2018,Navigation,3.12,99.0,Low,90,3,1.0,0.03428571428571429,2887.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.12
2017,Research,29.4,57.0,Medium,89,1,1.0,0.32666666666666666,174.48979591836735,False,False,False,False,True,False,False,False,False,False,True,False,False,False,29.4
2012,Research,7.56,69.0,Medium,301,2,1.0,0.025033112582781455,2756.3492063492067,True,False,False,False,False,False,False,False,False,True,False,False,False,False,7.56
2010,Spy,43.28,69.0,Low,198,1,1.0,0.21748743718592967,317.25970425138627,True,False,False,False,True,False,False,False,False,False,True,False,False,False,43.28
2017,Communication,23.76,59.0,Medium,244,3,2.0,0.0969795918367347,608.3754208754208,False,False,False,True,False,False,False,False,False,False,False,False,True,False,47.52
2006,Research,3.2,95.0,Medium,190,3,4.0,0.016753926701570682,5670.312499999999,False,False,True,False,False,False,True,False,False,False,False,False,False,False,12.8
2013,Weather,27.24,60.0,High,151,3,1.0,0.17921052631578946,334.8017621145375,True,False,False,False,True,False,False,False,True,False,False,False,False,False,27.24
2019,Navigation,22.01,87.0,Low,364,1,1.0,0.0603013698630137,1442.753293957292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,22.01
2003,Research,46.77,65.0,High,101,3,2.0,0.4585294117647059,141.75753688261705,True,False,False,True,False,True,False,False,False,False,False,False,False,False,93.54
2024,Weather,7.8,75.0,High,278,2,1.0,0.02795698924731183,2682.6923076923076,True,False,False,False,True,False,False,False,False,False,False,True,False,False,7.8
2017,Research,18.86,90.0,High,83,2,2.0,0.22452380952380951,400.84835630965006,False,False,False,True,False,False,False,False,False,False,False,False,False,False,37.72
2003,Weather,24.31,52.0,Medium,238,2,2.0,0.1017154811715481,511.22994652406425,True,False,False,True,False,False,False,False,False,True,False,False,False,False,48.62
2022,Weather,3.78,76.0,High,164,2,1.0,0.022909090909090907,3317.4603174603176,True,False,False,False,True,True,False,False,False,False,False,False,False,False,3.78
2024,Communication,1.24,83.0,Low,149,2,4.0,0.008266666666666667,10040.322580645161,True,False,True,False,False,False,True,False,False,False,False,False,False,False,4.96
2019,Research,6.89,61.0,High,132,1,1.0,0.051804511278195485,1177.5036284470248,True,False,False,False,True,False,False,False,False,True,False,False,False,False,6.89
2023,Spy,44.55,93.0,Low,14,1,4.0,2.9699999999999998,31.313131313131315,False,False,True,False,False,False,False,False,False,False,False,False,False,True,178.2
2013,Weather,48.98,72.0,Low,12,1,1.0,3.7676923076923075,19.109840751327074,True,False,False,False,True,False,True,False,False,False,False,False,False,False,48.98
2009,Research,36.11,70.0,Low,108,3,3.0,0.3312844036697248,211.29880919412903,True,True,False,False,False,False,False,True,False,False,False,False,False,False,108.33
2022,Research,42.1,74.0,Medium,200,1,4.0,0.20945273631840797,353.3016627078385,True,False,True,False,False,False,False,False,False,False,False,False,False,True,168.4
2002,Navigation,11.14,100.0,High,192,3,2.0,0.05772020725388601,1732.4955116696588,False,False,False,True,False,False,False,False,False,False,False,False,False,True,22.28
2010,Research,40.5,51.0,Low,274,2,1.0,0.14727272727272728,346.2962962962963,True,False,False,False,False,True,False,False,False,False,False,False,False,False,40.5
2021,Communication,11.44,62.0,Medium,273,3,1.0,0.04175182481751825,1484.965034965035,False,False,False,False,True,True,False,False,False,False,False,False,False,False,11.44
2019,Research,23.41,88.0,Medium,65,1,3.0,0.3546969696969697,248.09910294745836,False,True,False,False,False,False,False,False,False,False,False,False,False,True,70.23
2019,Navigation,1.79,84.0,Low,188,1,2.0,0.009470899470899472,8869.273743016758,True,False,False,True,False,False,False,False,False,False,False,False,False,True,3.58
2005,Navigation,49.87,61.0,Low,22,1,4.0,2.1682608695652172,28.13314618006818,False,False,True,False,False,False,False,False,True,False,False,False,False,False,199.48
2013,Research,32.37,82.0,High,231,3,1.0,0.1395258620689655,587.7046648130986,False,False,False,False,False,False,False,False,False,False,False,True,False,False,32.37
2021,Communication,17.99,59.0,Low,338,3,2.0,0.05306784660766961,1111.7843246247917,True,False,False,True,False,False,False,False,False,False,False,False,False,True,35.98
2002,Navigation,22.58,84.0,High,234,2,1.0,0.09608510638297872,874.2249778565102,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22.58
2009,Research,30.19,68.0,Medium,234,3,1.0,0.128468085106383,529.3143424975157,False,False,False,False,True,False,False,False,False,False,False,False,False,True,30.19
2014,Communication,23.22,52.0,Low,356,3,4.0,0.06504201680672268,799.483204134367,False,False,True,False,False,False,False,False,False,False,False,False,False,True,92.88
2019,Weather,21.52,83.0,High,109,3,2.0,0.19563636363636364,424.25650557620816,False,False,False,True,False,False,False,False,False,False,False,False,False,True,43.04
2022,Weather,4.35,66.0,High,254,1,3.0,0.01705882352941176,3868.96551724138,False,True,False,False,False,True,False,False,False,False,False,False,False,False,13.049999999999999
2000,Communication,36.89,100.0,Low,66,1,2.0,0.5505970149253732,181.62103551097857,True,False,False,True,False,False,False,False,False,False,False,False,False,False,73.78
2008,Spy,10.56,94.0,Low,21,3,1.0,0.48000000000000004,195.83333333333331,False,False,False,False,True,True,False,False,False,False,False,False,False,False,10.56
2001,Spy,43.9,52.0,High,100,1,4.0,0.43465346534653465,119.63553530751709,True,False,True,False,False,False,False,False,False,False,True,False,False,False,175.6
2020,Research,14.77,52.0,Low,245,1,4.0,0.06004065040650406,866.0798916723088,False,False,True,False,False,False,True,False,False,False,False,False,False,False,59.08
2020,Communication,33.38,70.0,Medium,113,1,4.0,0.2928070175438597,239.06530856800475,False,False,True,False,False,False,False,False,False,False,False,False,False,True,133.52
2011,Research,49.42,97.0,Medium,67,3,1.0,0.726764705882353,133.46823148522864,True,False,False,False,True,False,False,False,False,False,False,True,False,False,49.42
2018,Spy,15.57,78.0,Low,151,2,2.0,0.1024342105263158,761.4643545279383,True,False,False,True,False,True,False,False,False,False,False,False,False,False,31.14
